Type,Token,Log(Probability)
Positive,facts,-15.0190395575
Positive,aloise,-15.8491145561
Positive,yes,-12.3896829375
Positive,punchlines,-17.4340770568
Positive,tattooed,-18.0190395575
Positive,yet,-10.8591682208
Positive,impending,-15.8491145561
Positive,nicolas,-16.0190395575
Positive,nudge,-17.0190395575
Positive,candidate,-15.5596079389
Positive,infinitely,-17.0190395575
Positive,tagline,-16.4340770568
Positive,regarded,-16.0190395575
Positive,assassination,-16.0190395575
Positive,character,-9.42284980139
Positive,goodman,-14.3751833678
Positive,jules,-15.1121489619
Positive,potential,-13.237679844
Positive,affinity,-16.4340770568
Positive,save,-12.6267221348
Positive,welldeveloped,-16.6971114626
Positive,noticeable,-15.3185998394
Positive,mcdormand,-16.4340770568
Positive,sailors,-17.0190395575
Positive,hartman,-16.6971114626
Positive,perfunctory,-17.0190395575
Positive,creatively,-17.4340770568
Positive,orphan,-15.8491145561
Positive,dreamy,-16.2116846355
Positive,background,-13.2641520554
Positive,destroy,-13.8095861919
Positive,spielbergs,-14.2641520554
Positive,depicts,-15.5596079389
Positive,dreams,-12.9105151008
Positive,vanity,-17.0190395575
Positive,shoulder,-16.0190395575
Positive,dignity,-15.2116846355
Positive,visible,-16.6971114626
Positive,nude,-16.0190395575
Positive,performing,-15.4340770568
Positive,unnecessary,-14.6267221348
Positive,disillusioned,-17.0190395575
Positive,zombies,-16.6971114626
Positive,confront,-16.2116846355
Positive,notorious,-16.2116846355
Positive,signal,-15.4340770568
Positive,tappan,-16.4340770568
Positive,dean,-14.3185998394
Positive,deal,-12.291119103
Positive,bookseller,-17.4340770568
Positive,plausible,-15.0190395575
Positive,deaf,-17.4340770568
Positive,maxim,-18.0190395575
Positive,dead,-11.8193672127
Positive,eastwood,-15.4340770568
Positive,dear,-16.0190395575
Positive,amiable,-17.0190395575
Positive,theatrical,-14.2641520554
Positive,dense,-17.0190395575
Positive,trace,-15.8491145561
Positive,normal,-12.9966717445
Positive,arthur,-15.6971114626
Positive,entendres,-18.0190395575
Positive,flounder,-16.6971114626
Positive,shakespeare,-13.5927748028
Positive,knew,-13.5927748028
Positive,meanings,-16.4340770568
Positive,bold,-15.1121489619
Positive,devastation,-16.2116846355
Positive,extraordinaire,-17.0190395575
Positive,burn,-16.6971114626
Positive,blackmail,-17.0190395575
Positive,winona,-15.4340770568
Positive,burt,-15.8491145561
Positive,protagonist,-14.0648432471
Positive,confrontation,-14.4954776015
Positive,mythic,-17.0190395575
Positive,bury,-16.6971114626
Positive,yelling,-17.0190395575
Positive,valentines,-17.4340770568
Positive,words,-12.4644507059
Positive,assault,-15.3185998394
Positive,magazine,-14.5596079389
Positive,afternoon,-15.6971114626
Positive,islands,-17.4340770568
Positive,automatically,-15.3185998394
Positive,nerve,-16.4340770568
Positive,gloss,-16.6971114626
Positive,whats,-12.7522530168
Positive,formerly,-17.0190395575
Positive,lili,-16.6971114626
Positive,chimp,-16.6971114626
Positive,frakes,-16.6971114626
Positive,romulus,-15.8491145561
Positive,negative,-14.6267221348
Positive,down,-10.5555151843
Positive,complaints,-15.2116846355
Positive,overkill,-16.6971114626
Positive,liev,-15.8491145561
Positive,narration,-14.1610585624
Positive,1990s,-15.0190395575
Positive,frightened,-15.2116846355
Positive,murderers,-16.0190395575
Positive,amazingly,-15.1121489619
Positive,initial,-14.2641520554
Positive,jealousy,-15.6971114626
Positive,victorious,-16.6971114626
Positive,editor,-15.1121489619
Positive,fraction,-18.0190395575
Positive,factions,-16.6971114626
Positive,lurid,-16.6971114626
Positive,lowe,-15.8491145561
Positive,farina,-16.6971114626
Positive,form,-12.237679844
Positive,batman,-13.6971114626
Positive,fireworks,-17.0190395575
Positive,lerner,-17.4340770568
Positive,landing,-16.2116846355
Positive,sagan,-16.4340770568
Positive,failure,-14.7711120441
Positive,berg,-18.0190395575
Positive,powerfully,-16.2116846355
Positive,penned,-15.4340770568
Positive,lows,-17.0190395575
Positive,granger,-16.2116846355
Positive,surrender,-17.0190395575
Positive,atrocities,-16.6971114626
Positive,fort,-17.4340770568
Positive,protestant,-16.4340770568
Positive,pornographers,-16.4340770568
Positive,builds,-14.6267221348
Positive,droids,-16.6971114626
Positive,prevents,-15.8491145561
Positive,lenny,-16.6971114626
Positive,staged,-14.9315767163
Positive,trends,-16.6971114626
Positive,whiskey,-16.4340770568
Positive,economic,-16.2116846355
Positive,horrifying,-14.5596079389
Positive,temper,-15.5596079389
Positive,mystical,-15.6971114626
Positive,sticks,-15.0190395575
Positive,classic,-11.790220867
Positive,toss,-17.0190395575
Positive,erupts,-17.4340770568
Positive,covers,-15.6971114626
Positive,sale,-16.2116846355
Positive,gracefully,-17.0190395575
Positive,fashioned,-15.0190395575
Positive,awhile,-16.0190395575
Positive,russells,-16.6971114626
Positive,shit,-15.6971114626
Positive,courtesan,-16.4340770568
Positive,deniros,-17.0190395575
Positive,fosters,-16.0190395575
Positive,tossing,-16.0190395575
Positive,handed,-15.8491145561
Positive,digital,-14.3185998394
Positive,warehouse,-16.4340770568
Positive,holly,-16.4340770568
Positive,peebles,-14.9315767163
Positive,delivered,-15.0190395575
Positive,dies,-13.5596079389
Positive,felt,-12.7336373387
Positive,ribisi,-15.6971114626
Positive,phony,-15.6971114626
Positive,outback,-17.4340770568
Positive,journey,-13.3466142156
Positive,dien,-15.8491145561
Positive,award,-13.6614875529
Positive,authorities,-14.9315767163
Positive,weekend,-14.4340770568
Positive,russo,-16.4340770568
Positive,died,-14.1121489619
Positive,quinlan,-17.0190395575
Positive,billion,-16.4340770568
Positive,happening,-14.0648432471
Positive,potato,-16.2116846355
Positive,assume,-14.6971114626
Positive,daily,-15.4340770568
Positive,jacket,-15.6971114626
Positive,gorilla,-15.8491145561
Positive,teeth,-15.0190395575
Positive,profits,-17.4340770568
Positive,overdue,-17.4340770568
Positive,precise,-15.3185998394
Positive,customary,-16.6971114626
Positive,skip,-16.0190395575
Positive,souls,-15.4340770568
Positive,laura,-14.6267221348
Positive,manager,-14.6971114626
Positive,manages,-12.2775725711
Positive,skin,-14.6971114626
Positive,lauri,-16.2116846355
Positive,mill,-16.2116846355
Positive,targeted,-18.0190395575
Positive,milk,-15.8491145561
Positive,resourceful,-17.0190395575
Positive,anticipation,-16.0190395575
Positive,depend,-17.4340770568
Positive,companys,-16.4340770568
Positive,technique,-15.4340770568
Positive,father,-11.2116846355
Positive,editors,-18.0190395575
Positive,answered,-15.6971114626
Positive,finally,-11.7336373387
Positive,unpleasant,-15.4340770568
Positive,marks,-14.5596079389
Positive,suffered,-14.6971114626
Positive,daryl,-15.6971114626
Positive,starmaking,-16.4340770568
Positive,shoot,-14.1121489619
Positive,string,-15.2116846355
Positive,sappy,-15.0190395575
Positive,lynch,-15.1121489619
Positive,advised,-16.6971114626
Positive,join,-13.8491145561
Positive,anne,-14.5596079389
Positive,governments,-16.6971114626
Positive,dil,-16.2116846355
Positive,dim,-18.0190395575
Positive,slapstick,-14.0190395575
Positive,divorced,-16.2116846355
Positive,banished,-16.2116846355
Positive,did,-10.9157517491
Positive,die,-12.7152588094
Positive,dig,-16.0190395575
Positive,accidentally,-14.7711120441
Positive,travels,-14.6971114626
Positive,item,-16.4340770568
Positive,crane,-15.2116846355
Positive,round,-15.0190395575
Positive,attracting,-16.6971114626
Positive,shave,-16.0190395575
Positive,foley,-15.1121489619
Positive,talked,-15.8491145561
Positive,nineties,-16.2116846355
Positive,camelot,-17.0190395575
Positive,dealing,-14.1610585624
Positive,inconsequential,-16.4340770568
Positive,literature,-15.4340770568
Positive,worm,-14.9315767163
Positive,captures,-14.2641520554
Positive,eating,-14.9315767163
Positive,theories,-16.0190395575
Positive,rappaport,-16.6971114626
Positive,targets,-16.4340770568
Positive,majors,-16.6971114626
Positive,salinger,-17.4340770568
Positive,adds,-13.291119103
Positive,norris,-18.0190395575
Positive,filler,-18.0190395575
Positive,nello,-14.5596079389
Positive,feihong,-14.6971114626
Positive,reunite,-17.4340770568
Positive,suspect,-13.8095861919
Positive,international,-14.1610585624
Positive,filled,-12.869292438
Positive,proclaiming,-17.0190395575
Positive,palmer,-15.6971114626
Positive,transportation,-17.4340770568
Positive,bandwagon,-18.0190395575
Positive,livein,-16.4340770568
Positive,clerk,-16.6971114626
Positive,makeup,-14.3751833678
Positive,french,-13.4043297134
Positive,osnard,-16.0190395575
Positive,elses,-16.0190395575
Positive,wallaces,-16.2116846355
Positive,earthquake,-17.4340770568
Positive,wait,-13.3466142156
Positive,box,-13.1861495434
Positive,boy,-11.869292438
Positive,hbo,-16.2116846355
Positive,maguire,-14.6267221348
Positive,institute,-18.0190395575
Positive,my,-10.0078123021
Positive,bow,-16.2116846355
Positive,exploitation,-16.4340770568
Positive,women,-12.3325390304
Positive,bon,-18.0190395575
Positive,boo,-18.0190395575
Positive,priceless,-15.6971114626
Positive,bob,-13.0648432471
Positive,massage,-16.4340770568
Positive,genuinely,-14.2116846355
Positive,teenage,-14.1610585624
Positive,dick,-15.0190395575
Positive,useful,-17.0190395575
Positive,aidan,-17.4340770568
Positive,merely,-12.869292438
Positive,cared,-15.6971114626
Positive,contradictions,-16.6971114626
Positive,verge,-16.2116846355
Positive,ailing,-18.0190395575
Positive,transplant,-16.6971114626
Positive,sympathetic,-13.6614875529
Positive,cappie,-16.0190395575
Positive,gonzo,-16.2116846355
Positive,troops,-15.3185998394
Positive,sake,-15.4340770568
Positive,visit,-13.8095861919
Positive,france,-14.6267221348
Positive,scenarios,-16.6971114626
Positive,insider,-18.0190395575
Positive,duds,-16.4340770568
Positive,thru,-16.6971114626
Positive,sharing,-16.2116846355
Positive,emoting,-17.0190395575
Positive,soontobe,-17.4340770568
Positive,labyrinth,-17.0190395575
Positive,acceptable,-15.4340770568
Positive,distribution,-16.4340770568
Positive,mouthing,-18.0190395575
Positive,downtown,-17.4340770568
Positive,rigid,-16.4340770568
Positive,heartless,-16.2116846355
Positive,savior,-18.0190395575
Positive,effort,-13.237679844
Positive,capturing,-16.2116846355
Positive,canadian,-14.7711120441
Positive,duvall,-14.2116846355
Positive,costners,-16.6971114626
Positive,tokyo,-17.4340770568
Positive,unexciting,-18.0190395575
Positive,avoiding,-15.8491145561
Positive,quoting,-16.6971114626
Positive,melodrama,-15.5596079389
Positive,rudys,-15.6971114626
Positive,soul,-13.4644507059
Positive,itami,-16.2116846355
Positive,reviews,-13.7336373387
Positive,wallet,-16.6971114626
Positive,sour,-17.0190395575
Positive,drags,-15.2116846355
Positive,sociological,-17.4340770568
Positive,growing,-14.2116846355
Positive,making,-11.0532552729
Positive,arrive,-15.2116846355
Positive,bites,-16.4340770568
Positive,deceased,-17.0190395575
Positive,lords,-17.0190395575
Positive,crazy,-13.8491145561
Positive,firing,-16.4340770568
Positive,kenneth,-14.2116846355
Positive,predict,-15.2116846355
Positive,concocted,-17.0190395575
Positive,scifihorror,-17.4340770568
Positive,fuck,-16.6971114626
Positive,overzealous,-16.4340770568
Positive,sample,-17.0190395575
Positive,beatles,-17.4340770568
Positive,battered,-16.6971114626
Positive,dennis,-14.4340770568
Positive,pink,-15.2116846355
Positive,behindthescenes,-16.6971114626
Positive,rays,-17.0190395575
Positive,exaggeration,-16.4340770568
Positive,chemical,-17.4340770568
Positive,till,-14.7711120441
Positive,sunday,-15.2116846355
Positive,emotionless,-17.0190395575
Positive,sword,-14.5596079389
Positive,swore,-18.0190395575
Positive,nyc,-16.4340770568
Positive,computergenerated,-15.2116846355
Positive,sworn,-17.0190395575
Positive,map,-15.3185998394
Positive,staying,-14.6971114626
Positive,designer,-14.2116846355
Positive,strokes,-17.0190395575
Positive,max,-13.4954776015
Positive,fed,-15.3185998394
Positive,tyler,-14.8491145561
Positive,designed,-15.1121489619
Positive,poignancy,-16.6971114626
Positive,end,-10.2608163428
Positive,destructive,-16.2116846355
Positive,guys,-12.3047940399
Positive,grow,-13.9315767163
Positive,man,-9.8743813147
Positive,aimless,-17.4340770568
Positive,waist,-16.6971114626
Positive,johnson,-14.8491145561
Positive,maybe,-12.3185998394
Positive,borrowing,-17.0190395575
Positive,tale,-12.0765250522
Positive,inhabitants,-15.6971114626
Positive,switch,-15.2116846355
Positive,killers,-13.8095861919
Positive,jail,-14.0190395575
Positive,sitcoms,-16.6971114626
Positive,african,-15.0190395575
Positive,tall,-15.6971114626
Positive,finchers,-15.3185998394
Positive,gesture,-16.2116846355
Positive,nearly,-11.963757122
Positive,cute,-13.3466142156
Positive,shoes,-15.8491145561
Positive,distributors,-16.4340770568
Positive,rabbi,-16.6971114626
Positive,pointed,-14.6971114626
Positive,shaky,-16.4340770568
Positive,wishing,-16.6971114626
Positive,entity,-16.6971114626
Positive,stability,-15.8491145561
Positive,cuts,-14.4954776015
Positive,argued,-15.8491145561
Positive,irene,-16.4340770568
Positive,jock,-16.2116846355
Positive,police,-12.3608280748
Positive,thank,-14.6971114626
Positive,interesting,-11.142522611
Positive,undermined,-17.0190395575
Positive,encompasses,-16.6971114626
Positive,maid,-16.4340770568
Positive,cantarini,-16.2116846355
Positive,melvin,-13.9315767163
Positive,moviegoer,-16.6971114626
Positive,policy,-15.8491145561
Positive,mail,-14.8491145561
Positive,secondary,-15.5596079389
Positive,undermines,-17.4340770568
Positive,texas,-14.6267221348
Positive,captivated,-16.4340770568
Positive,impulses,-16.4340770568
Positive,killer,-12.4043297134
Positive,sooner,-16.6971114626
Positive,tucker,-14.1121489619
Positive,lunch,-17.0190395575
Positive,touching,-13.237679844
Positive,mismatched,-17.4340770568
Positive,aspirations,-15.8491145561
Positive,dissatisfaction,-16.6971114626
Positive,bullshit,-17.0190395575
Positive,developments,-16.2116846355
Positive,aficionados,-16.4340770568
Positive,taut,-16.6971114626
Positive,chockfull,-18.0190395575
Positive,beach,-13.8491145561
Positive,settings,-15.1121489619
Positive,peasant,-17.0190395575
Positive,rock,-12.8292149987
Positive,showcasing,-16.6971114626
Positive,vogue,-17.4340770568
Positive,latin,-16.2116846355
Positive,scheme,-14.7711120441
Positive,conventions,-15.0190395575
Positive,richly,-16.2116846355
Positive,preaching,-16.4340770568
Positive,aloof,-17.0190395575
Positive,washedup,-17.4340770568
Positive,girl,-11.8292149987
Positive,morning,-14.3185998394
Positive,elizabeth,-13.237679844
Positive,canada,-16.4340770568
Positive,emerges,-15.6971114626
Positive,jackson,-13.3466142156
Positive,operates,-16.2116846355
Positive,lad,-15.6971114626
Positive,stupid,-13.8095861919
Positive,pamela,-16.6971114626
Positive,emerged,-16.6971114626
Positive,dutch,-17.0190395575
Positive,tidbits,-17.0190395575
Positive,prinze,-16.6971114626
Positive,objectivity,-17.4340770568
Positive,brimming,-17.0190395575
Positive,goth,-18.0190395575
Positive,earlier,-12.8491145561
Positive,monster,-13.6614875529
Positive,hefty,-16.2116846355
Positive,pumping,-15.8491145561
Positive,brooks,-14.3185998394
Positive,spies,-16.2116846355
Positive,tatyana,-16.4340770568
Positive,california,-14.8491145561
Positive,fuller,-14.8491145561
Positive,brooke,-18.0190395575
Positive,cough,-16.6971114626
Positive,keith,-17.0190395575
Positive,forbids,-16.4340770568
Positive,advance,-15.6971114626
Positive,surrealistic,-15.5596079389
Positive,language,-13.1363965082
Positive,waiter,-16.2116846355
Positive,headphones,-16.6971114626
Positive,thing,-10.7854198808
Positive,funky,-16.6971114626
Positive,uncredited,-16.6971114626
Positive,highprofile,-16.4340770568
Positive,liveaction,-16.6971114626
Positive,think,-10.6527173433
Positive,frequent,-14.7711120441
Positive,first,-9.41356003947
Positive,exotic,-16.4340770568
Positive,cheese,-17.0190395575
Positive,fleeing,-15.8491145561
Positive,question,-12.2116846355
Positive,rachel,-15.4340770568
Positive,crib,-17.0190395575
Positive,americans,-14.4340770568
Positive,fast,-13.1861495434
Positive,suspended,-16.6971114626
Positive,carry,-12.9746454382
Positive,sounds,-13.6267221348
Positive,cheesy,-14.9315767163
Positive,little,-9.71297786811
Positive,personalities,-14.6971114626
Positive,murky,-17.0190395575
Positive,slept,-16.6971114626
Positive,anyone,-11.7522530168
Positive,psychotic,-15.0190395575
Positive,alfred,-15.4340770568
Positive,speaking,-13.9315767163
Positive,coburn,-15.8491145561
Positive,subplot,-13.8897565406
Positive,eyes,-11.8897565406
Positive,allegedly,-17.0190395575
Positive,moscow,-16.2116846355
Positive,continuous,-18.0190395575
Positive,accurately,-15.6971114626
Positive,meandering,-16.4340770568
